Date, Open, High, Low, Close
09/08/21, 4518.09, 4521.79, 4493.95, 4514.07
09/07/21, 4535.38, 4535.38, 4513.00, 4520.03
09/03/21, 4532.42, 4541.45, 4521.30, 4535.43
09/02/21, 4534.48, 4545.85, 4524.66, 4536.95
09/01/21, 4528.80, 4537.11, 4522.02, 4524.09
08/31/21, 4529.75, 4531.39, 4515.80, 4522.68
08/30/21, 4513.76, 4537.36, 4513.76, 4528.79
08/27/21, 4474.10, 4513.33, 4474.10, 4509.37
08/26/21, 4493.75, 4495.90, 4468.99, 4470.00
08/25/21, 4490.45, 4501.71, 4485.66, 4496.19
08/24/21, 4484.40, 4492.81, 4482.28, 4486.23
08/23/21, 4450.29, 4489.88, 4450.29, 4479.53
08/20/21, 4410.56, 4444.35, 4406.80, 4441.67
08/19/21, 4382.44, 4418.61, 4367.73, 4405.80
08/18/21, 4440.94, 4454.32, 4397.59, 4400.27
08/17/21, 4462.12, 4462.12, 4417.83, 4448.08
08/16/21, 4461.65, 4480.26, 4437.66, 4479.71
08/13/21, 4464.84, 4468.37, 4460.82, 4468.00
08/12/21, 4446.08, 4461.77, 4435.96, 4460.83
08/11/21, 4442.18, 4449.44, 4436.42, 4447.70
08/10/21, 4435.79, 4445.21, 4430.03, 4436.75
08/09/21, 4437.77, 4439.39, 4424.74, 4432.35
08/06/21, 4429.07, 4440.82, 4429.07, 4436.52
08/05/21, 4408.86, 4429.76, 4408.86, 4429.10
08/04/21, 4415.95, 4416.17, 4400.23, 4402.66
08/03/21, 4392.74, 4423.79, 4373.00, 4423.15
08/02/21, 4406.86, 4422.18, 4384.81, 4387.16
07/30/21, 4395.12, 4412.25, 4389.65, 4395.26
07/29/21, 4403.59, 4429.97, 4403.59, 4419.15
07/28/21, 4402.95, 4415.47, 4387.01, 4400.64
07/27/21, 4416.38, 4416.38, 4372.51, 4401.46
07/26/21, 4409.58, 4422.73, 4405.45, 4422.30
07/23/21, 4381.20, 4415.18, 4381.20, 4411.79
07/22/21, 4361.27, 4369.87, 4350.06, 4367.48
07/21/21, 4331.13, 4359.70, 4331.13, 4358.69
07/20/21, 4265.11, 4336.84, 4262.05, 4323.06
07/19/21, 4296.40, 4296.40, 4233.13, 4258.49
07/16/21, 4367.43, 4375.09, 4322.53, 4327.16
07/15/21, 4369.02, 4369.02, 4340.70, 4360.03
07/14/21, 4380.11, 4393.68, 4362.36, 4374.30
07/13/21, 4381.07, 4392.37, 4366.92, 4369.21
07/12/21, 4372.41, 4386.68, 4364.03, 4384.63
07/09/21, 4329.38, 4371.60, 4329.38, 4369.55
07/08/21, 4321.07, 4330.88, 4289.37, 4320.82
07/07/21, 4351.01, 4361.88, 4329.79, 4358.13
07/06/21, 4356.46, 4356.46, 4314.37, 4343.54
07/02/21, 4326.60, 4355.43, 4326.60, 4352.34
07/01/21, 4300.73, 4320.66, 4300.73, 4319.94
06/30/21, 4290.65, 4302.43, 4287.96, 4297.50
06/29/21, 4293.21, 4300.52, 4287.04, 4291.80
06/28/21, 4284.90, 4292.14, 4274.67, 4290.61
06/25/21, 4274.45, 4286.12, 4271.16, 4280.70
06/24/21, 4256.97, 4271.28, 4256.97, 4266.49
06/23/21, 4249.27, 4256.60, 4241.43, 4241.84
06/22/21, 4224.61, 4255.84, 4217.27, 4246.44
06/21/21, 4173.40, 4226.24, 4173.40, 4224.79
06/18/21, 4204.78, 4204.78, 4164.40, 4166.45
06/17/21, 4220.37, 4232.29, 4196.05, 4221.86
06/16/21, 4248.87, 4251.89, 4202.45, 4223.70
06/15/21, 4255.28, 4257.16, 4238.35, 4246.59
06/14/21, 4248.31, 4255.59, 4234.07, 4255.15
06/11/21, 4242.90, 4248.38, 4232.25, 4247.44
06/10/21, 4228.56, 4249.74, 4220.34, 4239.18
06/09/21, 4232.99, 4237.09, 4218.74, 4219.55
06/08/21, 4233.81, 4236.74, 4208.41, 4227.26
06/07/21, 4229.34, 4232.34, 4215.66, 4226.52
06/04/21, 4206.05, 4233.45, 4206.05, 4229.89
06/03/21, 4191.43, 4204.39, 4167.93, 4192.85
06/02/21, 4206.82, 4217.37, 4198.27, 4208.12
06/01/21, 4216.52, 4234.12, 4197.59, 4202.04
05/28/21, 4210.77, 4218.36, 4203.57, 4204.11
05/27/21, 4201.94, 4213.38, 4197.78, 4200.88
05/26/21, 4191.59, 4202.61, 4184.11, 4195.99
05/25/21, 4205.94, 4213.42, 4182.52, 4188.13
05/24/21, 4170.16, 4209.52, 4170.16, 4197.05
05/21/21, 4168.61, 4188.72, 4151.72, 4155.86
05/20/21, 4121.97, 4172.80, 4121.97, 4159.12
05/19/21, 4098.45, 4116.93, 4061.41, 4115.68
05/18/21, 4165.94, 4169.15, 4125.99, 4127.83
05/17/21, 4169.92, 4171.92, 4142.69, 4163.29
05/14/21, 4129.58, 4183.13, 4129.58, 4173.85
05/13/21, 4074.99, 4131.58, 4074.99, 4112.50
05/12/21, 4130.55, 4134.73, 4056.88, 4063.04
05/11/21, 4150.34, 4162.04, 4111.53, 4152.10
05/10/21, 4228.29, 4236.39, 4188.13, 4188.43
05/07/21, 4210.34, 4238.04, 4201.64, 4232.60
05/06/21, 4169.14, 4202.70, 4147.33, 4201.62
05/05/21, 4177.06, 4187.72, 4160.94, 4167.59
05/04/21, 4179.04, 4179.04, 4128.59, 4164.66
05/03/21, 4191.98, 4209.39, 4188.03, 4192.66
04/30/21, 4198.10, 4198.10, 4174.85, 4181.17
04/29/21, 4206.14, 4218.78, 4176.81, 4211.47
04/28/21, 4185.14, 4201.53, 4181.78, 4183.18
04/27/21, 4188.25, 4193.35, 4176.22, 4186.72
04/26/21, 4185.03, 4194.19, 4182.36, 4187.62
04/23/21, 4138.78, 4194.17, 4138.78, 4180.17
04/22/21, 4170.46, 4179.57, 4123.69, 4134.98
04/21/21, 4128.42, 4175.02, 4126.35, 4173.42
04/20/21, 4159.18, 4159.18, 4118.38, 4134.94
04/19/21, 4179.80, 4180.81, 4150.47, 4163.26
04/16/21, 4174.14, 4191.31, 4170.75, 4185.47
04/15/21, 4139.76, 4173.49, 4139.76, 4170.42
04/14/21, 4141.58, 4151.69, 4120.87, 4124.66
04/13/21, 4130.10, 4148.00, 4124.43, 4141.59
04/12/21, 4124.71, 4131.76, 4114.82, 4127.99
04/09/21, 4096.11, 4129.48, 4095.51, 4128.80
04/08/21, 4089.95, 4098.19, 4082.54, 4097.17
04/07/21, 4074.29, 4083.13, 4068.31, 4079.95
04/06/21, 4075.57, 4086.23, 4068.14, 4073.94
04/05/21, 4034.44, 4083.42, 4034.44, 4077.91
04/01/21, 3992.78, 4020.63, 3992.78, 4019.87
03/31/21, 3967.25, 3994.41, 3966.98, 3972.89
03/30/21, 3963.34, 3968.01, 3944.35, 3958.55
03/29/21, 3969.31, 3981.83, 3943.25, 3971.09
03/26/21, 3917.12, 3978.19, 3917.12, 3974.54
03/25/21, 3879.34, 3919.54, 3853.50, 3909.52
03/24/21, 3919.93, 3942.08, 3889.07, 3889.14
03/23/21, 3937.60, 3949.13, 3901.57, 3910.52
03/22/21, 3916.48, 3955.31, 3914.16, 3940.59
03/19/21, 3913.14, 3930.12, 3886.75, 3913.10
03/18/21, 3953.50, 3969.62, 3910.86, 3915.46
03/17/21, 3949.57, 3983.87, 3935.74, 3974.12
03/16/21, 3973.59, 3981.04, 3953.44, 3962.71
03/15/21, 3942.96, 3970.08, 3923.54, 3968.94
03/12/21, 3924.52, 3944.99, 3915.21, 3943.34
03/11/21, 3915.54, 3960.27, 3915.54, 3939.34
03/10/21, 3891.99, 3917.35, 3885.73, 3898.81
03/09/21, 3851.93, 3903.76, 3851.93, 3875.44
03/08/21, 3844.39, 3881.06, 3819.25, 3821.35
03/05/21, 3793.58, 3851.69, 3730.19, 3841.94
03/04/21, 3818.53, 3843.67, 3723.34, 3768.47
03/03/21, 3863.99, 3874.47, 3818.86, 3819.72
03/02/21, 3903.64, 3906.41, 3868.57, 3870.29
03/01/21, 3842.51, 3914.50, 3842.51, 3901.82
02/26/21, 3839.66, 3861.08, 3789.54, 3811.15
02/25/21, 3915.80, 3925.02, 3814.04, 3829.34
02/24/21, 3873.71, 3928.65, 3859.60, 3925.43
02/23/21, 3857.07, 3895.98, 3805.59, 3881.37
02/22/21, 3885.55, 3902.92, 3874.71, 3876.50
02/19/21, 3921.16, 3930.41, 3903.07, 3906.71
02/18/21, 3915.86, 3921.98, 3885.03, 3913.97
02/17/21, 3918.50, 3933.61, 3900.43, 3931.33
02/16/21, 3939.61, 3950.43, 3923.85, 3932.59
02/12/21, 3911.65, 3937.23, 3905.78, 3934.83
02/11/21, 3916.40, 3925.99, 3890.39, 3916.38
02/10/21, 3920.78, 3931.50, 3884.94, 3909.88
02/09/21, 3910.49, 3918.35, 3902.64, 3911.23
02/08/21, 3892.59, 3915.77, 3892.59, 3915.59
02/05/21, 3878.30, 3894.56, 3874.93, 3886.83
02/04/21, 3836.66, 3872.42, 3836.66, 3871.74
02/03/21, 3840.27, 3847.51, 3816.68, 3830.17
02/02/21, 3791.84, 3843.09, 3791.84, 3826.31
02/01/21, 3731.17, 3784.32, 3725.62, 3773.86
01/29/21, 3778.05, 3778.05, 3694.12, 3714.24
01/28/21, 3755.75, 3830.50, 3755.75, 3787.38
01/27/21, 3836.83, 3836.83, 3732.48, 3750.77
01/26/21, 3862.96, 3870.90, 3847.78, 3849.62
01/25/21, 3851.68, 3859.23, 3797.16, 3855.36
01/22/21, 3844.24, 3852.31, 3830.41, 3841.47
01/21/21, 3857.46, 3861.45, 3845.05, 3853.07
01/20/21, 3816.22, 3859.75, 3816.22, 3851.85
01/19/21, 3781.88, 3804.53, 3780.37, 3798.91
01/15/21, 3788.73, 3788.73, 3749.62, 3768.25
01/14/21, 3814.98, 3823.60, 3792.86, 3795.54
01/13/21, 3802.23, 3820.96, 3791.50, 3809.84
01/12/21, 3801.62, 3810.78, 3776.51, 3801.19
01/11/21, 3803.14, 3817.86, 3789.02, 3799.61
01/08/21, 3815.05, 3826.69, 3783.60, 3824.68
01/07/21, 3764.71, 3811.55, 3764.71, 3803.79
01/06/21, 3712.20, 3783.04, 3705.34, 3748.14
01/05/21, 3698.02, 3737.83, 3695.07, 3726.86
01/04/21, 3764.61, 3769.99, 3662.71, 3700.65
12/31/20, 3733.27, 3760.20, 3726.88, 3756.07
12/30/20, 3736.19, 3744.63, 3730.21, 3732.04
12/29/20, 3750.01, 3756.12, 3723.31, 3727.04
12/28/20, 3723.03, 3740.51, 3723.03, 3735.36
12/24/20, 3694.03, 3703.82, 3689.32, 3703.06
12/23/20, 3693.42, 3711.24, 3689.28, 3690.01
12/22/20, 3698.08, 3698.26, 3676.16, 3687.26
12/21/20, 3684.28, 3702.90, 3636.48, 3694.92
12/18/20, 3722.39, 3726.70, 3685.84, 3709.41
12/17/20, 3713.65, 3725.12, 3710.87, 3722.48
12/16/20, 3696.25, 3711.27, 3688.57, 3701.17
12/15/20, 3666.41, 3695.29, 3659.62, 3694.62
12/14/20, 3675.27, 3697.61, 3645.84, 3647.49
12/11/20, 3656.08, 3665.91, 3633.40, 3663.46
12/10/20, 3659.13, 3678.49, 3645.18, 3668.10
12/09/20, 3705.98, 3712.39, 3660.54, 3672.82
12/08/20, 3683.05, 3708.45, 3678.83, 3702.25
12/07/20, 3694.73, 3697.41, 3678.88, 3691.96
12/04/20, 3670.94, 3699.20, 3670.94, 3699.12
12/03/20, 3668.28, 3682.73, 3657.17, 3666.72
12/02/20, 3653.78, 3670.96, 3644.84, 3669.01
12/01/20, 3645.87, 3678.45, 3645.87, 3662.45
11/30/20, 3634.18, 3634.18, 3594.39, 3621.63
11/27/20, 3638.55, 3644.31, 3629.33, 3638.35
11/25/20, 3635.50, 3635.50, 3617.76, 3629.65
11/24/20, 3594.52, 3642.31, 3594.52, 3635.41
11/23/20, 3566.82, 3589.81, 3552.77, 3577.59
11/20/20, 3579.31, 3581.23, 3556.85, 3557.54
11/19/20, 3559.41, 3585.22, 3543.84, 3581.87
11/18/20, 3612.09, 3619.09, 3567.33, 3567.79
11/17/20, 3610.31, 3623.11, 3588.68, 3609.53
11/16/20, 3600.16, 3628.51, 3600.16, 3626.91
11/13/20, 3552.57, 3593.66, 3552.57, 3585.15
11/12/20, 3562.67, 3569.02, 3518.58, 3537.01
11/11/20, 3563.22, 3581.16, 3557.00, 3572.66
11/10/20, 3543.26, 3557.22, 3511.91, 3545.53
11/09/20, 3583.04, 3645.99, 3547.48, 3550.50
11/06/20, 3508.34, 3521.58, 3484.34, 3509.44
11/05/20, 3485.74, 3529.05, 3485.74, 3510.45
11/04/20, 3406.46, 3486.25, 3405.17, 3443.44
11/03/20, 3336.25, 3389.49, 3336.25, 3369.16
11/02/20, 3296.20, 3330.14, 3279.74, 3310.24
10/30/20, 3293.59, 3304.93, 3233.94, 3269.96
10/29/20, 3277.17, 3341.05, 3259.82, 3310.11
10/28/20, 3342.48, 3342.48, 3268.89, 3271.03
10/27/20, 3403.15, 3409.51, 3388.71, 3390.68
10/26/20, 3441.42, 3441.42, 3364.86, 3400.97
10/23/20, 3464.90, 3466.46, 3440.45, 3465.39
10/22/20, 3438.50, 3460.53, 3415.34, 3453.49
10/21/20, 3439.91, 3464.86, 3433.06, 3435.56
10/20/20, 3439.38, 3476.93, 3435.65, 3443.12
10/19/20, 3493.66, 3502.42, 3419.93, 3426.92
10/16/20, 3493.50, 3515.76, 3480.45, 3483.81
10/15/20, 3453.72, 3489.08, 3440.89, 3483.34
10/14/20, 3515.47, 3527.94, 3480.55, 3488.67
10/13/20, 3534.01, 3534.01, 3500.86, 3511.93
10/12/20, 3500.02, 3549.85, 3499.61, 3534.22
10/09/20, 3459.67, 3482.34, 3458.07, 3477.13
10/08/20, 3434.28, 3447.28, 3428.15, 3446.83
10/07/20, 3384.56, 3426.26, 3384.56, 3419.45
10/06/20, 3408.74, 3431.56, 3354.54, 3360.95
10/05/20, 3367.27, 3409.57, 3367.27, 3408.63
10/02/20, 3338.94, 3369.10, 3323.69, 3348.44
10/01/20, 3385.87, 3397.18, 3361.39, 3380.80
09/30/20, 3341.21, 3393.56, 3340.47, 3363.00
09/29/20, 3350.92, 3357.92, 3327.54, 3335.47
09/28/20, 3333.90, 3360.74, 3332.91, 3351.60
09/25/20, 3236.66, 3306.88, 3228.44, 3298.46
09/24/20, 3226.14, 3278.70, 3209.45, 3246.59
09/23/20, 3320.11, 3323.35, 3232.57, 3236.92
09/22/20, 3295.75, 3320.31, 3270.95, 3315.57
09/21/20, 3285.57, 3285.57, 3229.10, 3281.06
09/18/20, 3357.38, 3362.27, 3292.40, 3319.47
09/17/20, 3346.86, 3375.17, 3328.82, 3357.01
09/16/20, 3411.23, 3428.92, 3384.45, 3385.49
09/15/20, 3407.73, 3419.48, 3389.25, 3401.20
09/14/20, 3363.56, 3402.93, 3363.56, 3383.54
09/11/20, 3352.70, 3368.95, 3310.47, 3340.97
09/10/20, 3412.56, 3425.55, 3329.25, 3339.19
09/09/20, 3369.82, 3424.77, 3366.84, 3398.96
09/08/20, 3371.88, 3379.97, 3329.27, 3331.84
09/04/20, 3453.60, 3479.15, 3349.63, 3426.96
09/03/20, 3564.74, 3564.85, 3427.41, 3455.06
09/02/20, 3543.76, 3588.11, 3535.23, 3580.84
09/01/20, 3507.44, 3528.03, 3494.60, 3526.65
08/31/20, 3509.73, 3514.77, 3493.25, 3500.31
08/28/20, 3494.69, 3509.23, 3484.32, 3508.01
08/27/20, 3485.14, 3501.38, 3468.35, 3484.55
08/26/20, 3449.97, 3481.07, 3444.15, 3478.73
08/25/20, 3435.95, 3444.21, 3425.84, 3443.62
08/24/20, 3418.09, 3432.09, 3413.13, 3431.28
08/21/20, 3386.01, 3399.96, 3379.31, 3397.16
08/20/20, 3360.48, 3390.80, 3354.69, 3385.51
08/19/20, 3392.51, 3399.54, 3369.66, 3374.85
08/18/20, 3387.04, 3395.06, 3370.15, 3389.78
08/17/20, 3380.86, 3387.59, 3379.22, 3381.99
08/14/20, 3368.66, 3378.51, 3361.64, 3372.85
08/13/20, 3372.95, 3387.24, 3363.35, 3373.43
08/12/20, 3355.46, 3387.89, 3355.46, 3380.35
08/11/20, 3370.34, 3381.01, 3326.44, 3333.69
08/10/20, 3356.04, 3363.29, 3335.44, 3360.47
08/07/20, 3340.05, 3352.54, 3328.72, 3351.28
08/06/20, 3323.17, 3351.03, 3318.14, 3349.16
08/05/20, 3317.37, 3330.77, 3317.37, 3327.77
08/04/20, 3289.92, 3306.84, 3286.37, 3306.51
08/03/20, 3288.26, 3302.73, 3284.53, 3294.61
07/31/20, 3270.45, 3272.17, 3220.26, 3271.12
07/30/20, 3231.76, 3250.92, 3204.13, 3246.22
07/29/20, 3227.22, 3264.74, 3227.22, 3258.44
07/28/20, 3234.27, 3243.72, 3216.17, 3218.44
07/27/20, 3219.84, 3241.43, 3214.25, 3239.41
07/24/20, 3218.58, 3227.26, 3200.05, 3215.63
07/23/20, 3271.64, 3279.99, 3222.66, 3235.66
07/22/20, 3254.86, 3279.32, 3253.10, 3276.02
07/21/20, 3268.52, 3277.29, 3247.77, 3257.30
07/20/20, 3224.29, 3258.61, 3215.16, 3251.84
07/17/20, 3224.21, 3233.52, 3205.65, 3224.73
07/16/20, 3208.36, 3220.39, 3198.59, 3215.57
07/15/20, 3225.98, 3238.28, 3200.76, 3226.56
07/14/20, 3141.11, 3200.95, 3127.66, 3197.52
07/13/20, 3205.08, 3235.32, 3149.43, 3155.22
07/10/20, 3152.47, 3186.82, 3136.22, 3185.04
07/09/20, 3176.17, 3179.78, 3115.70, 3152.05
07/08/20, 3153.07, 3171.80, 3136.53, 3169.94
07/07/20, 3166.44, 3184.15, 3142.93, 3145.32
07/06/20, 3155.29, 3182.59, 3155.29, 3179.72
07/02/20, 3143.64, 3165.81, 3124.52, 3130.01
07/01/20, 3105.92, 3128.44, 3101.17, 3115.86
06/30/20, 3050.20, 3111.51, 3047.83, 3100.29
06/29/20, 3018.59, 3053.89, 2999.74, 3053.24
06/26/20, 3073.20, 3073.73, 3004.63, 3009.05
06/25/20, 3046.60, 3086.25, 3024.01, 3083.76
06/24/20, 3114.40, 3115.01, 3032.13, 3050.33
06/23/20, 3138.70, 3154.90, 3127.12, 3131.29
06/22/20, 3094.42, 3120.92, 3079.39, 3117.86
06/19/20, 3140.29, 3155.53, 3083.11, 3097.74
06/18/20, 3101.64, 3120.00, 3093.51, 3115.34
06/17/20, 3136.13, 3141.16, 3108.03, 3113.49
06/16/20, 3131.00, 3153.45, 3076.06, 3124.74
06/15/20, 2993.76, 3079.76, 2965.66, 3066.59
06/12/20, 3071.04, 3088.42, 2984.47, 3041.31
06/11/20, 3123.53, 3123.53, 2999.49, 3002.10
06/10/20, 3213.42, 3223.27, 3181.49, 3190.14
06/09/20, 3213.32, 3222.71, 3193.11, 3207.18
06/08/20, 3199.92, 3233.13, 3196.00, 3232.39
06/05/20, 3163.84, 3211.72, 3163.84, 3193.93
06/04/20, 3111.56, 3128.91, 3090.41, 3112.35
06/03/20, 3098.90, 3130.94, 3098.90, 3122.87
06/02/20, 3064.78, 3081.07, 3051.64, 3080.82
06/01/20, 3038.78, 3062.18, 3031.54, 3055.73
05/29/20, 3025.17, 3049.17, 2998.61, 3044.31
05/28/20, 3046.61, 3068.67, 3023.40, 3029.73
05/27/20, 3015.65, 3036.25, 2969.75, 3036.13
05/26/20, 3004.08, 3021.72, 2988.17, 2991.77
05/22/20, 2948.05, 2956.76, 2933.59, 2955.45
05/21/20, 2969.95, 2978.50, 2938.57, 2948.51
05/20/20, 2953.63, 2980.29, 2953.63, 2971.61
05/19/20, 2948.59, 2964.21, 2922.35, 2922.94
05/18/20, 2913.86, 2968.09, 2913.86, 2953.91
05/15/20, 2829.95, 2865.01, 2816.78, 2863.70
05/14/20, 2794.54, 2852.80, 2766.64, 2852.50
05/13/20, 2865.86, 2874.14, 2793.15, 2820.00
05/12/20, 2939.50, 2945.82, 2869.59, 2870.12
05/11/20, 2915.46, 2944.25, 2903.44, 2930.32
05/08/20, 2908.83, 2932.16, 2902.88, 2929.80
05/07/20, 2878.26, 2901.92, 2876.48, 2881.19
05/06/20, 2883.14, 2891.11, 2847.65, 2848.42
05/05/20, 2868.88, 2898.23, 2863.55, 2868.44
05/04/20, 2815.01, 2844.24, 2797.85, 2842.74
05/01/20, 2869.09, 2869.09, 2821.61, 2830.71
04/30/20, 2930.91, 2930.91, 2892.47, 2912.43
04/29/20, 2918.46, 2954.86, 2912.16, 2939.51
04/28/20, 2909.96, 2921.15, 2860.71, 2863.39
04/27/20, 2854.65, 2887.72, 2852.89, 2878.48
04/24/20, 2812.64, 2842.71, 2791.76, 2836.74
04/23/20, 2810.42, 2844.90, 2794.26, 2797.80
04/22/20, 2787.89, 2815.10, 2775.95, 2799.31
04/21/20, 2784.81, 2785.54, 2727.10, 2736.56
04/20/20, 2845.62, 2868.98, 2820.43, 2823.16
04/17/20, 2842.43, 2879.22, 2830.88, 2874.56
04/16/20, 2799.34, 2806.51, 2764.32, 2799.55
04/15/20, 2795.64, 2801.88, 2761.54, 2783.36
04/14/20, 2805.10, 2851.85, 2805.10, 2846.06
04/13/20, 2782.46, 2782.46, 2721.17, 2761.63
04/09/20, 2776.99, 2818.57, 2762.36, 2789.82
04/08/20, 2685.00, 2760.75, 2663.30, 2749.98
04/07/20, 2738.65, 2756.89, 2657.67, 2659.41
04/06/20, 2578.28, 2676.85, 2574.57, 2663.68
04/03/20, 2514.92, 2538.18, 2459.96, 2488.65
04/02/20, 2458.54, 2533.22, 2455.79, 2526.90
04/01/20, 2498.08, 2522.75, 2447.49, 2470.50
03/31/20, 2614.69, 2641.39, 2571.15, 2584.59
03/30/20, 2558.98, 2631.80, 2545.28, 2626.65
03/27/20, 2555.87, 2615.91, 2520.02, 2541.47
03/26/20, 2501.29, 2637.01, 2500.72, 2630.07
03/25/20, 2457.77, 2571.42, 2407.53, 2475.56
03/24/20, 2344.44, 2449.71, 2344.44, 2447.33
03/23/20, 2290.71, 2300.73, 2191.86, 2237.40
03/20/20, 2431.94, 2453.01, 2295.56, 2304.92
03/19/20, 2393.48, 2466.97, 2319.78, 2409.39
03/18/20, 2436.50, 2453.57, 2280.52, 2398.10
03/17/20, 2425.66, 2553.93, 2367.04, 2529.19
03/16/20, 2508.59, 2562.98, 2380.94, 2386.13
03/13/20, 2569.99, 2711.33, 2492.37, 2711.02
03/12/20, 2630.86, 2660.95, 2478.86, 2480.64
03/11/20, 2825.60, 2825.60, 2707.22, 2741.38
03/10/20, 2813.48, 2882.59, 2734.00, 2882.23
03/09/20, 2863.89, 2863.89, 2734.43, 2746.56
03/06/20, 2954.20, 2985.93, 2901.54, 2972.37
03/05/20, 3075.70, 3083.04, 2999.83, 3023.94
03/04/20, 3045.75, 3130.97, 3034.38, 3130.12
03/03/20, 3096.46, 3136.72, 2976.63, 3003.37
03/02/20, 2974.28, 3090.96, 2945.19, 3090.23
02/28/20, 2916.90, 2959.72, 2855.84, 2954.22
02/27/20, 3062.54, 3097.07, 2977.39, 2978.76
02/26/20, 3139.90, 3182.51, 3108.99, 3116.39
02/25/20, 3238.94, 3246.99, 3118.77, 3128.21
02/24/20, 3257.61, 3259.81, 3214.65, 3225.89
02/21/20, 3360.50, 3360.76, 3328.45, 3337.75
02/20/20, 3380.45, 3389.15, 3341.02, 3373.23
02/19/20, 3380.39, 3393.52, 3378.83, 3386.15
02/18/20, 3369.04, 3375.01, 3355.61, 3370.29
02/14/20, 3378.08, 3380.69, 3366.15, 3380.16
02/13/20, 3365.90, 3385.09, 3360.52, 3373.94
02/12/20, 3370.50, 3381.47, 3369.72, 3379.45
02/11/20, 3365.87, 3375.63, 3352.72, 3357.75
02/10/20, 3318.28, 3352.26, 3317.77, 3352.09
02/07/20, 3335.54, 3341.42, 3322.12, 3327.71
02/06/20, 3344.92, 3347.96, 3334.39, 3345.78
02/05/20, 3324.91, 3337.58, 3313.75, 3334.69
02/04/20, 3280.61, 3306.92, 3280.61, 3297.59
02/03/20, 3235.66, 3268.44, 3235.66, 3248.92
01/31/20, 3282.33, 3282.33, 3214.68, 3225.52
01/30/20, 3256.45, 3285.91, 3242.80, 3283.66
01/29/20, 3289.46, 3293.47, 3271.89, 3273.40
01/28/20, 3255.35, 3285.78, 3253.22, 3276.24
01/27/20, 3247.16, 3258.85, 3234.50, 3243.63
01/24/20, 3333.10, 3333.18, 3281.53, 3295.47
01/23/20, 3315.77, 3326.88, 3301.87, 3325.54
01/22/20, 3330.02, 3337.77, 3320.04, 3321.75
01/21/20, 3321.03, 3329.79, 3316.61, 3320.79
01/17/20, 3323.66, 3329.88, 3318.86, 3329.62
01/16/20, 3302.97, 3317.11, 3302.82, 3316.81
01/15/20, 3282.27, 3298.66, 3280.69, 3289.29
01/14/20, 3285.35, 3294.25, 3277.19, 3283.15
01/13/20, 3271.13, 3288.13, 3268.43, 3288.13
01/10/20, 3281.81, 3282.99, 3260.86, 3265.35
01/09/20, 3266.03, 3275.58, 3263.67, 3274.70
01/08/20, 3238.59, 3267.07, 3236.67, 3253.05
01/07/20, 3241.86, 3244.91, 3232.43, 3237.18
01/06/20, 3217.55, 3246.84, 3214.64, 3246.28
01/03/20, 3226.36, 3246.15, 3222.34, 3234.85
01/02/20, 3244.67, 3258.14, 3235.53, 3257.85
12/31/19, 3215.18, 3231.72, 3212.03, 3230.78
